Using good policy maddpg and adv policy maddpg
Uncertainty type is:  Action ; Uncertainty level is:  1.0
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -139.39537771226676, time: 74.591
steps: 49975, episodes: 2000, mean episode reward: -248.61374733523064, time: 87.435
steps: 74975, episodes: 3000, mean episode reward: -110.58942200407272, time: 89.446
steps: 99975, episodes: 4000, mean episode reward: -74.6516632999577, time: 90.876
steps: 124975, episodes: 5000, mean episode reward: -68.6284262123819, time: 93.339
steps: 149975, episodes: 6000, mean episode reward: -64.9574021587401, time: 93.438
steps: 174975, episodes: 7000, mean episode reward: -63.19524030754817, time: 93.345
steps: 199975, episodes: 8000, mean episode reward: -59.55702912726502, time: 93.808
steps: 224975, episodes: 9000, mean episode reward: -62.12377768765665, time: 93.048
steps: 249975, episodes: 10000, mean episode reward: -63.04399385474779, time: 93.203
steps: 274975, episodes: 11000, mean episode reward: -65.3364583746186, time: 93.45
steps: 299975, episodes: 12000, mean episode reward: -64.52347537496992, time: 93.283
steps: 324975, episodes: 13000, mean episode reward: -61.59965484490281, time: 93.016
steps: 349975, episodes: 14000, mean episode reward: -69.46671445060373, time: 93.879
steps: 374975, episodes: 15000, mean episode reward: -65.23485313390606, time: 93.361
steps: 399975, episodes: 16000, mean episode reward: -65.22553702149395, time: 92.826
steps: 424975, episodes: 17000, mean episode reward: -62.75288895859883, time: 92.932
steps: 449975, episodes: 18000, mean episode reward: -64.50008807260993, time: 93.862
steps: 474975, episodes: 19000, mean episode reward: -67.07128265496706, time: 93.587
steps: 499975, episodes: 20000, mean episode reward: -66.32366722201562, time: 93.373
steps: 524975, episodes: 21000, mean episode reward: -65.20028481528648, time: 93.399
steps: 549975, episodes: 22000, mean episode reward: -68.12624639536179, time: 92.985
steps: 574975, episodes: 23000, mean episode reward: -66.93774980294143, time: 94.032
steps: 599975, episodes: 24000, mean episode reward: -65.74184872557494, time: 93.285
steps: 624975, episodes: 25000, mean episode reward: -65.27903887924745, time: 93.247
steps: 649975, episodes: 26000, mean episode reward: -67.46279224030417, time: 93.272
steps: 674975, episodes: 27000, mean episode reward: -66.80950784838217, time: 93.54
steps: 699975, episodes: 28000, mean episode reward: -66.78061952261048, time: 93.202
steps: 724975, episodes: 29000, mean episode reward: -67.10713493702907, time: 94.09
steps: 749975, episodes: 30000, mean episode reward: -66.14879318784789, time: 93.436
steps: 774975, episodes: 31000, mean episode reward: -63.26267850775358, time: 93.884
steps: 799975, episodes: 32000, mean episode reward: -64.82736162568474, time: 93.079
steps: 824975, episodes: 33000, mean episode reward: -64.69662614067656, time: 93.653
steps: 849975, episodes: 34000, mean episode reward: -64.5286454129737, time: 93.398
steps: 874975, episodes: 35000, mean episode reward: -65.98077180315425, time: 92.189
steps: 899975, episodes: 36000, mean episode reward: -65.96965096115795, time: 92.681
steps: 924975, episodes: 37000, mean episode reward: -65.8593073225517, time: 93.077
steps: 949975, episodes: 38000, mean episode reward: -64.10246037265809, time: 81.11
steps: 974975, episodes: 39000, mean episode reward: -62.2188398723725, time: 78.759
steps: 999975, episodes: 40000, mean episode reward: -64.81331731714701, time: 79.031
steps: 1024975, episodes: 41000, mean episode reward: -61.33593512404801, time: 79.566
steps: 1049975, episodes: 42000, mean episode reward: -64.06223629897539, time: 79.036
steps: 1074975, episodes: 43000, mean episode reward: -58.3185227426898, time: 77.046
steps: 1099975, episodes: 44000, mean episode reward: -60.29390374666634, time: 77.1
steps: 1124975, episodes: 45000, mean episode reward: -58.416553469304624, time: 74.263
steps: 1149975, episodes: 46000, mean episode reward: -56.852790273610154, time: 76.808
steps: 1174975, episodes: 47000, mean episode reward: -56.03192921796262, time: 77.028
steps: 1199975, episodes: 48000, mean episode reward: -53.80140476697659, time: 77.763
steps: 1224975, episodes: 49000, mean episode reward: -52.006850175706546, time: 77.004
steps: 1249975, episodes: 50000, mean episode reward: -52.35058907333403, time: 77.18
steps: 1274975, episodes: 51000, mean episode reward: -50.94164616127609, time: 76.875
steps: 1299975, episodes: 52000, mean episode reward: -50.30358645330761, time: 73.749
steps: 1324975, episodes: 53000, mean episode reward: -49.67876489396453, time: 74.675
steps: 1349975, episodes: 54000, mean episode reward: -48.16846488872632, time: 75.105
steps: 1374975, episodes: 55000, mean episode reward: -45.97350041843336, time: 77.114
steps: 1399975, episodes: 56000, mean episode reward: -47.150848253277516, time: 73.56
steps: 1424975, episodes: 57000, mean episode reward: -42.72219546288405, time: 76.439
steps: 1449975, episodes: 58000, mean episode reward: -42.3394702180989, time: 76.968
steps: 1474975, episodes: 59000, mean episode reward: -42.56216549586382, time: 75.973
steps: 1499975, episodes: 60000, mean episode reward: -42.6189866712168, time: 73.174
...Finished total of 60001 episodes.
