Using good policy maddpg and adv policy maddpg
Uncertainty type is:  Action ; Uncertainty level is:  0.5
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -677.1877461925816, time: 44.135
steps: 49975, episodes: 2000, mean episode reward: -752.4939956320349, time: 60.779
steps: 74975, episodes: 3000, mean episode reward: -640.3576489630298, time: 57.877
steps: 99975, episodes: 4000, mean episode reward: -590.9416575527596, time: 60.235
steps: 124975, episodes: 5000, mean episode reward: -577.8234906741992, time: 61.415
steps: 149975, episodes: 6000, mean episode reward: -553.4798060603337, time: 66.553
steps: 174975, episodes: 7000, mean episode reward: -546.8988164245841, time: 82.775
steps: 199975, episodes: 8000, mean episode reward: -531.38959688827, time: 87.572
steps: 224975, episodes: 9000, mean episode reward: -527.8188575354549, time: 90.857
steps: 249975, episodes: 10000, mean episode reward: -518.5340561457002, time: 98.707
steps: 274975, episodes: 11000, mean episode reward: -511.4613940214786, time: 98.433
steps: 299975, episodes: 12000, mean episode reward: -509.3397813454586, time: 99.87
steps: 324975, episodes: 13000, mean episode reward: -502.63583572458094, time: 98.278
steps: 349975, episodes: 14000, mean episode reward: -495.8846754452019, time: 98.694
steps: 374975, episodes: 15000, mean episode reward: -495.97752554652305, time: 99.052
steps: 399975, episodes: 16000, mean episode reward: -497.92673815532424, time: 99.216
steps: 424975, episodes: 17000, mean episode reward: -488.76759674706506, time: 99.529
steps: 449975, episodes: 18000, mean episode reward: -487.56075228557324, time: 98.819
steps: 474975, episodes: 19000, mean episode reward: -486.37492559381803, time: 97.728
steps: 499975, episodes: 20000, mean episode reward: -485.6851457685968, time: 97.986
steps: 524975, episodes: 21000, mean episode reward: -484.75323642757104, time: 98.103
steps: 549975, episodes: 22000, mean episode reward: -475.94989623190287, time: 99.001
steps: 574975, episodes: 23000, mean episode reward: -480.7828866743061, time: 99.189
steps: 599975, episodes: 24000, mean episode reward: -476.49269310487693, time: 99.715
steps: 624975, episodes: 25000, mean episode reward: -481.57477613569796, time: 98.651
steps: 649975, episodes: 26000, mean episode reward: -469.3137002387403, time: 98.718
steps: 674975, episodes: 27000, mean episode reward: -474.52943395778505, time: 98.906
steps: 699975, episodes: 28000, mean episode reward: -469.8496171922001, time: 98.87
steps: 724975, episodes: 29000, mean episode reward: -463.82768686426755, time: 98.619
steps: 749975, episodes: 30000, mean episode reward: -463.97807157932965, time: 99.778
steps: 774975, episodes: 31000, mean episode reward: -464.3872799882769, time: 98.709
steps: 799975, episodes: 32000, mean episode reward: -463.735271810713, time: 99.019
steps: 824975, episodes: 33000, mean episode reward: -461.6006413989438, time: 99.231
steps: 849975, episodes: 34000, mean episode reward: -458.87374914564896, time: 98.562
steps: 874975, episodes: 35000, mean episode reward: -456.24741843773387, time: 98.95
steps: 899975, episodes: 36000, mean episode reward: -457.0432923070134, time: 99.245
steps: 924975, episodes: 37000, mean episode reward: -453.72525298893794, time: 98.502
steps: 949975, episodes: 38000, mean episode reward: -452.70214176652684, time: 100.103
steps: 974975, episodes: 39000, mean episode reward: -448.9663085478889, time: 98.367
steps: 999975, episodes: 40000, mean episode reward: -453.06433067137107, time: 98.673
steps: 1024975, episodes: 41000, mean episode reward: -445.4498726535616, time: 97.305
steps: 1049975, episodes: 42000, mean episode reward: -452.2964610342113, time: 96.116
steps: 1074975, episodes: 43000, mean episode reward: -450.22247843513367, time: 96.923
steps: 1099975, episodes: 44000, mean episode reward: -450.9584852888278, time: 96.202
steps: 1124975, episodes: 45000, mean episode reward: -447.6832451571758, time: 95.882
steps: 1149975, episodes: 46000, mean episode reward: -450.0953427459095, time: 95.333
steps: 1174975, episodes: 47000, mean episode reward: -446.73212632460775, time: 92.735
steps: 1199975, episodes: 48000, mean episode reward: -438.3063698467967, time: 93.574
steps: 1224975, episodes: 49000, mean episode reward: -445.4705316381295, time: 93.283
steps: 1249975, episodes: 50000, mean episode reward: -440.33771172020295, time: 97.345
steps: 1274975, episodes: 51000, mean episode reward: -443.83830960807603, time: 94.525
steps: 1299975, episodes: 52000, mean episode reward: -439.5066801795217, time: 94.986
steps: 1324975, episodes: 53000, mean episode reward: -440.3507624387542, time: 92.539
steps: 1349975, episodes: 54000, mean episode reward: -438.4540154893763, time: 95.394
steps: 1374975, episodes: 55000, mean episode reward: -437.7021084272508, time: 96.145
steps: 1399975, episodes: 56000, mean episode reward: -439.11192881349865, time: 96.631
steps: 1424975, episodes: 57000, mean episode reward: -434.7613677070775, time: 92.68
steps: 1449975, episodes: 58000, mean episode reward: -431.1555598755133, time: 92.951
steps: 1474975, episodes: 59000, mean episode reward: -433.0419861537296, time: 95.096
steps: 1499975, episodes: 60000, mean episode reward: -428.62851212773217, time: 91.774
...Finished total of 60001 episodes.
